TGRAC FID,Historical Mandal ID,Version Code,TGRAC Name,Current LGD Name,TGRAC District,LGD Code,Census 2011,Legal valid_from,Legal valid_to,Timeline Status,Geometry Snapshot Date,Geometry Semantic,Predecessor Lineage,Successor(s) Lineage,Lineage Notes,W014 is_current,Primary Dataset Version ID
522,TS-MDL-4586,TS-MDL-4586-V1,Addakal,Addakal,Mahabubnagar,4586,04586,2016-10-11,2022-09-26,UNDIVIDED_HISTORICAL,2016-10-11,2016-10-11 Statutory Baseline Snapshot (Unmodified throughout 2016-2022 epoch),10 Legacy AP Districts (2014 Telangana State Formation),NONE,Continuous statutory existence without bifurcation,false,ts_lgd_mandals_2016_v1
523,TS-MDL-6309,TS-MDL-6309-V1,Motakondur,Motakonduru,Yadadri Bhuvanagiri,6309,00000,2016-10-11,2022-09-26,UNDIVIDED_HISTORICAL,2016-10-11,2016-10-11 Statutory Baseline Snapshot (Unmodified throughout 2016-2022 epoch),10 Legacy AP Districts (2014 Telangana State Formation),NONE,Continuous statutory existence without bifurcation,false,ts_lgd_mandals_2016_v1
524,TS-MDL-6238,TS-MDL-6238-V1,Mupkal,Mupkal,Nizamabad,6238,00000,2016-10-11,2022-09-26,UNDIVIDED_HISTORICAL,2016-10-11,2016-10-11 Statutory Baseline Snapshot (Unmodified throughout 2016-2022 epoch),10 Legacy AP Districts (2014 Telangana State Formation),NONE,Continuous statutory existence without bifurcation,false,ts_lgd_mandals_2016_v1
525,TS-MDL-4574,TS-MDL-4574-V1,Bhoothpur,Bhoothpur,Mahabubnagar,4574,04574,2016-10-11,2022-09-26,UNDIVIDED_HISTORICAL,2016-10-11,2016-10-11 Statutory Baseline Snapshot (Unmodified throughout 2016-2022 epoch),10 Legacy AP Districts (2014 Telangana State Formation),NONE,Continuous statutory existence without bifurcation,false,ts_lgd_mandals_2016_v1
526,TS-MDL-4682,TS-MDL-4682-V1,Bhupalpally,Bhupalpally,Jayashankar Bhupalpally,4682,04682,2016-10-11,2022-09-26,UNDIVIDED_HISTORICAL,2016-10-11,2016-10-11 Statutory Baseline Snapshot (Unmodified throughout 2016-2022 epoch),10 Legacy AP Districts (2014 Telangana State Formation),NONE,Continuous statutory existence without bifurcation,false,ts_lgd_mandals_2016_v1
527,TS-MDL-4629,TS-MDL-4629-V1,Bibinagar,Bibinagar,Yadadri Bhuvanagiri,4629,04629,2016-10-11,2022-09-26,UNDIVIDED_HISTORICAL,2016-10-11,2016-10-11 Statutory Baseline Snapshot (Unmodified throughout 2016-2022 epoch),10 Legacy AP Districts (2014 Telangana State Formation),NONE,Continuous statutory existence without bifurcation,false,ts_lgd_mandals_2016_v1
528,TS-MDL-4730,TS-MDL-4730-V1,Bhadrachalam,Bhadrachalam,Bhadradri Kothagudem,4730,04730,2016-10-11,2022-09-26,UNDIVIDED_HISTORICAL,2016-10-11,2016-10-11 Statutory Baseline Snapshot (Unmodified throughout 2016-2022 epoch),10 Legacy AP Districts (2014 Telangana State Formation),NONE,Continuous statutory existence without bifurcation,false,ts_lgd_mandals_2016_v1
529,TS-MDL-4339,TS-MDL-4339-V1,Bhainsa,Bhainsa,Nirmal,4339,04339,2016-10-11,2022-09-26,UNDIVIDED_HISTORICAL,2016-10-11,2016-10-11 Statutory Baseline Snapshot (Unmodified throughout 2016-2022 epoch),10 Legacy AP Districts (2014 Telangana State Formation),NONE,Continuous statutory existence without bifurcation,false,ts_lgd_mandals_2016_v1
530,TS-MDL-4448,TS-MDL-4448-V1,Bheemadevarapalli,Bheemadevarpalli,Warangal_Urban,4448,04448,2016-10-11,2022-09-26,UNDIVIDED_HISTORICAL,2016-10-11,2016-10-11 Statutory Baseline Snapshot (Unmodified throughout 2016-2022 epoch),10 Legacy AP Districts (2014 Telangana State Formation),NONE,Continuous statutory existence without bifurcation,false,ts_lgd_mandals_2016_v1
531,TS-MDL-4328,TS-MDL-4328-V1,Bheemini,Bheemini,Mancherial,4328,04328,2016-10-11,2022-09-26,UNDIVIDED_HISTORICAL,2016-10-11,2016-10-11 Statutory Baseline Snapshot (Unmodified throughout 2016-2022 epoch),10 Legacy AP Districts (2014 Telangana State Formation),NONE,Continuous statutory existence without bifurcation,false,ts_lgd_mandals_2016_v1
532,TS-MDL-4655,TS-MDL-4655-V1,Chandur,Chandur,Nalgonda,4655,04655,2016-10-11,2022-09-26,SPLIT_2022_09_26,2016-10-11,2016-10-11 Statutory Baseline Snapshot (Territorial envelope valid until 2022-09-26),10 Legacy AP Districts (2014 Telangana State Formation),Gattuppal (LGD 7526),Predecessor to Gattuppal (LGD 7526) formed on 2022-09-26 under G.O.Ms.No. 80,false,ts_lgd_mandals_2016_v1
533,TS-MDL-4529,TS-MDL-4529-V1,Chevella,Chevella,Rangareddy,4529,04529,2016-10-11,2022-09-26,UNDIVIDED_HISTORICAL,2016-10-11,2016-10-11 Statutory Baseline Snapshot (Unmodified throughout 2016-2022 epoch),10 Legacy AP Districts (2014 Telangana State Formation),NONE,Continuous statutory existence without bifurcation,false,ts_lgd_mandals_2016_v1
534,TS-MDL-4681,TS-MDL-4681-V1,Chityal,Chityal,Jayashankar Bhupalpally,4681,04681,2016-10-11,2022-09-26,UNDIVIDED_HISTORICAL,2016-10-11,2016-10-11 Statutory Baseline Snapshot (Unmodified throughout 2016-2022 epoch),10 Legacy AP Districts (2014 Telangana State Formation),NONE,Continuous statutory existence without bifurcation,false,ts_lgd_mandals_2016_v1
535,TS-MDL-4411,TS-MDL-4411-V1,Dharmaram,Dharmaram,Peddapalli,4411,04411,2016-10-11,2022-09-26,UNDIVIDED_HISTORICAL,2016-10-11,2016-10-11 Statutory Baseline Snapshot (Unmodified throughout 2016-2022 epoch),10 Legacy AP Districts (2014 Telangana State Formation),NONE,Continuous statutory existence without bifurcation,false,ts_lgd_mandals_2016_v1
536,TS-MDL-4677,TS-MDL-4677-V1,Dharmasagar,Dharmasagar,Warangal_Urban,4677,04677,2016-10-11,2022-09-26,UNDIVIDED_HISTORICAL,2016-10-11,2016-10-11 Statutory Baseline Snapshot (Unmodified throughout 2016-2022 epoch),10 Legacy AP Districts (2014 Telangana State Formation),NONE,Continuous statutory existence without bifurcation,false,ts_lgd_mandals_2016_v1
537,TS-MDL-4567,TS-MDL-4567-V1,Jadcherla,Jadcherla,Mahabubnagar,4567,04567,2016-10-11,2022-09-26,UNDIVIDED_HISTORICAL,2016-10-11,2016-10-11 Statutory Baseline Snapshot (Unmodified throughout 2016-2022 epoch),10 Legacy AP Districts (2014 Telangana State Formation),NONE,Continuous statutory existence without bifurcation,false,ts_lgd_mandals_2016_v1
538,TS-MDL-4484,TS-MDL-4484-V1,Jagdevpur,Jagdevpur,Siddipet,4484,04484,2016-10-11,2022-09-26,SPLIT_2022_09_26,2016-10-11,2016-10-11 Statutory Baseline Snapshot (Territorial envelope valid until 2022-09-26),10 Legacy AP Districts (2014 Telangana State Formation),Kukunoorpally (LGD 7521),Predecessor to Kukunoorpally (LGD 7521) formed on 2022-09-26 under G.O.Ms.No. 82,false,ts_lgd_mandals_2016_v1
539,TS-MDL-4453,TS-MDL-4453-V1,Kalher,Kalher,Sangareddy,4453,04453,2016-10-11,2022-09-26,SPLIT_2022_09_26,2016-10-11,2016-10-11 Statutory Baseline Snapshot (Territorial envelope valid until 2022-09-26),10 Legacy AP Districts (2014 Telangana State Formation),Nizampet (LGD 7535),Predecessor to Nizampet (LGD 7535) formed on 2022-09-26 under G.O.Ms.No. 82,false,ts_lgd_mandals_2016_v1
540,TS-MDL-4763,TS-MDL-4763-V1,Kalluru,Kalluru,Khammam,4763,04763,2016-10-11,2022-09-26,UNDIVIDED_HISTORICAL,2016-10-11,2016-10-11 Statutory Baseline Snapshot (Unmodified throughout 2016-2022 epoch),10 Legacy AP Districts (2014 Telangana State Formation),NONE,Continuous statutory existence without bifurcation,false,ts_lgd_mandals_2016_v1
541,TS-MDL-4428,TS-MDL-4428-V1,Karimnagar_Rural,Karimnagar Rural,Karimnagar,4428,04428,2016-10-11,2022-09-26,UNDIVIDED_HISTORICAL,2016-10-11,2016-10-11 Statutory Baseline Snapshot (Unmodified throughout 2016-2022 epoch),10 Legacy AP Districts (2014 Telangana State Formation),NONE,Continuous statutory existence without bifurcation,false,ts_lgd_mandals_2016_v1
542,TS-MDL-6284,TS-MDL-6284-V1,Komuravelli,Komuravelli,Siddipet,6284,00000,2016-10-11,2022-09-26,UNDIVIDED_HISTORICAL,2016-10-11,2016-10-11 Statutory Baseline Snapshot (Unmodified throughout 2016-2022 epoch),10 Legacy AP Districts (2014 Telangana State Formation),NONE,Continuous statutory existence without bifurcation,false,ts_lgd_mandals_2016_v1
543,TS-MDL-4673,TS-MDL-4673-V1,Maddur,Maddur,Siddipet,4673,04673,2016-10-11,2020-09-24,SPLIT_2020_09_24,2016-10-11,2016-10-11 Statutory Baseline Snapshot (Territorial envelope valid until 2020-09-24),10 Legacy AP Districts (2014 Telangana State Formation),Dhoolmitta (LGD 7189),Predecessor to Dhoolmitta (LGD 7189) formed on 2020-09-24 under G.O.Ms.No. 112,false,ts_lgd_mandals_2016_v1
544,TS-MDL-4564,TS-MDL-4564-V1,Madgul,Madgul,Rangareddy,4564,04564,2016-10-11,2022-09-26,UNDIVIDED_HISTORICAL,2016-10-11,2016-10-11 Statutory Baseline Snapshot (Unmodified throughout 2016-2022 epoch),10 Legacy AP Districts (2014 Telangana State Formation),NONE,Continuous statutory existence without bifurcation,false,ts_lgd_mandals_2016_v1
545,TS-MDL-6312,TS-MDL-6312-V1,Kotepally,Kotepally,Vikarabad,6312,00000,2016-10-11,2022-09-26,UNDIVIDED_HISTORICAL,2016-10-11,2016-10-11 Statutory Baseline Snapshot (Unmodified throughout 2016-2022 epoch),10 Legacy AP Districts (2014 Telangana State Formation),NONE,Continuous statutory existence without bifurcation,false,ts_lgd_mandals_2016_v1
546,TS-MDL-4547,TS-MDL-4547-V1,Manchal,Manchal,Rangareddy,4547,04547,2016-10-11,2022-09-26,UNDIVIDED_HISTORICAL,2016-10-11,2016-10-11 Statutory Baseline Snapshot (Unmodified throughout 2016-2022 epoch),10 Legacy AP Districts (2014 Telangana State Formation),NONE,Continuous statutory existence without bifurcation,false,ts_lgd_mandals_2016_v1
547,TS-MDL-4560,TS-MDL-4560-V1,Kothur,Kothur,Rangareddy,4560,04560,2016-10-11,2022-09-26,UNDIVIDED_HISTORICAL,2016-10-11,2016-10-11 Statutory Baseline Snapshot (Unmodified throughout 2016-2022 epoch),10 Legacy AP Districts (2014 Telangana State Formation),NONE,Continuous statutory existence without bifurcation,false,ts_lgd_mandals_2016_v1
548,TS-MDL-4362,TS-MDL-4362-V1,Morthad,Morthad,Nizamabad,4362,04362,2016-10-11,2022-09-26,UNDIVIDED_HISTORICAL,2016-10-11,2016-10-11 Statutory Baseline Snapshot (Unmodified throughout 2016-2022 epoch),10 Legacy AP Districts (2014 Telangana State Formation),NONE,Continuous statutory existence without bifurcation,false,ts_lgd_mandals_2016_v1
549,TS-MDL-4646,TS-MDL-4646-V1,Nalgonda,Nalgonda,Nalgonda,4646,04646,2016-10-11,2022-09-26,UNDIVIDED_HISTORICAL,2016-10-11,2016-10-11 Statutory Baseline Snapshot (Unmodified throughout 2016-2022 epoch),10 Legacy AP Districts (2014 Telangana State Formation),NONE,Continuous statutory existence without bifurcation,false,ts_lgd_mandals_2016_v1
550,TS-MDL-4658,TS-MDL-4658-V1,Peda Adisharla Palli,Pedda Adesherlapally,Nalgonda,4658,04658,2016-10-11,2022-09-26,UNDIVIDED_HISTORICAL,2016-10-11,2016-10-11 Statutory Baseline Snapshot (Unmodified throughout 2016-2022 epoch),10 Legacy AP Districts (2014 Telangana State Formation),NONE,Continuous statutory existence without bifurcation,false,ts_lgd_mandals_2016_v1
551,TS-MDL-4594,TS-MDL-4594-V1,Peddamandaddi,Peddamandadi,Wanaparthy,4594,04594,2016-10-11,2022-09-26,UNDIVIDED_HISTORICAL,2016-10-11,2016-10-11 Statutory Baseline Snapshot (Unmodified throughout 2016-2022 epoch),10 Legacy AP Districts (2014 Telangana State Formation),NONE,Continuous statutory existence without bifurcation,false,ts_lgd_mandals_2016_v1
552,TS-MDL-4408,TS-MDL-4408-V1,Peddapalli,Peddapalli,Peddapalli,4408,04408,2016-10-11,2022-09-26,UNDIVIDED_HISTORICAL,2016-10-11,2016-10-11 Statutory Baseline Snapshot (Unmodified throughout 2016-2022 epoch),10 Legacy AP Districts (2014 Telangana State Formation),NONE,Continuous statutory existence without bifurcation,false,ts_lgd_mandals_2016_v1
553,TS-MDL-6292,TS-MDL-6292-V1,Pentlavelli,Pentlavelli,Nagarkurnool,6292,00000,2016-10-11,2022-09-26,UNDIVIDED_HISTORICAL,2016-10-11,2016-10-11 Statutory Baseline Snapshot (Unmodified throughout 2016-2022 epoch),10 Legacy AP Districts (2014 Telangana State Formation),NONE,Continuous statutory existence without bifurcation,false,ts_lgd_mandals_2016_v1
554,TS-MDL-6299,TS-MDL-6299-V1,Undavelly,Undavelly,Jogulamba Gadwal,6299,00000,2016-10-11,2022-09-26,UNDIVIDED_HISTORICAL,2016-10-11,2016-10-11 Statutory Baseline Snapshot (Unmodified throughout 2016-2022 epoch),10 Legacy AP Districts (2014 Telangana State Formation),NONE,Continuous statutory existence without bifurcation,false,ts_lgd_mandals_2016_v1
555,TS-MDL-6252,TS-MDL-6252-V1,Velair,Velair,Warangal_Urban,6252,00000,2016-10-11,2022-09-26,UNDIVIDED_HISTORICAL,2016-10-11,2016-10-11 Statutory Baseline Snapshot (Unmodified throughout 2016-2022 epoch),10 Legacy AP Districts (2014 Telangana State Formation),NONE,Continuous statutory existence without bifurcation,false,ts_lgd_mandals_2016_v1
556,TS-MDL-4565,TS-MDL-4565-V1,Veldanda,Veldanda,Nagarkurnool,4565,04565,2016-10-11,2022-09-26,UNDIVIDED_HISTORICAL,2016-10-11,2016-10-11 Statutory Baseline Snapshot (Unmodified throughout 2016-2022 epoch),10 Legacy AP Districts (2014 Telangana State Formation),NONE,Continuous statutory existence without bifurcation,false,ts_lgd_mandals_2016_v1
557,TS-MDL-4690,TS-MDL-4690-V1,Regonda,Regonda,Jayashankar Bhupalpally,4690,04690,2016-10-11,2022-09-26,SPLIT_2022_09_26,2016-10-11,2016-10-11 Statutory Baseline Snapshot (Territorial envelope valid until 2022-09-26),10 Legacy AP Districts (2014 Telangana State Formation),Kothapallygori (LGD 7531),Predecessor to Kothapallygori (LGD 7531) formed on 2022-09-26 under G.O.Ms.No. 81,false,ts_lgd_mandals_2016_v1
558,TS-MDL-4357,TS-MDL-4357-V1,Renjal,Renjal,Nizamabad,4357,04357,2016-10-11,2022-09-26,UNDIVIDED_HISTORICAL,2016-10-11,2016-10-11 Statutory Baseline Snapshot (Unmodified throughout 2016-2022 epoch),10 Legacy AP Districts (2014 Telangana State Formation),NONE,Continuous statutory existence without bifurcation,false,ts_lgd_mandals_2016_v1
559,TS-MDL-6286,TS-MDL-6286-V1,Revally,Revally,Wanaparthy,6286,00000,2016-10-11,2022-09-26,UNDIVIDED_HISTORICAL,2016-10-11,2016-10-11 Statutory Baseline Snapshot (Unmodified throughout 2016-2022 epoch),10 Legacy AP Districts (2014 Telangana State Formation),NONE,Continuous statutory existence without bifurcation,false,ts_lgd_mandals_2016_v1
560,TS-MDL-4490,TS-MDL-4490-V1,Sadasivpet,Sadasivpet,Sangareddy,4490,04490,2016-10-11,2022-09-26,UNDIVIDED_HISTORICAL,2016-10-11,2016-10-11 Statutory Baseline Snapshot (Unmodified throughout 2016-2022 epoch),10 Legacy AP Districts (2014 Telangana State Formation),NONE,Continuous statutory existence without bifurcation,false,ts_lgd_mandals_2016_v1
561,TS-MDL-4511,TS-MDL-4511-V1,Saidabad,Saidabad,Hyderabad,4511,04511,2016-10-11,2022-09-26,UNDIVIDED_HISTORICAL,2016-10-11,2016-10-11 Statutory Baseline Snapshot (Unmodified throughout 2016-2022 epoch),10 Legacy AP Districts (2014 Telangana State Formation),NONE,Continuous statutory existence without bifurcation,false,ts_lgd_mandals_2016_v1
562,TS-MDL-4767,TS-MDL-4767-V1,Yerrupalem,Yerrupalem,Khammam,4767,04767,2016-10-11,2022-09-26,UNDIVIDED_HISTORICAL,2016-10-11,2016-10-11 Statutory Baseline Snapshot (Unmodified throughout 2016-2022 epoch),10 Legacy AP Districts (2014 Telangana State Formation),NONE,Continuous statutory existence without bifurcation,false,ts_lgd_mandals_2016_v1
563,TS-MDL-4696,TS-MDL-4696-V1,Zaffergadh,Zaffergadh,Jangoan,4696,04696,2016-10-11,2022-09-26,UNDIVIDED_HISTORICAL,2016-10-11,2016-10-11 Statutory Baseline Snapshot (Unmodified throughout 2016-2022 epoch),10 Legacy AP Districts (2014 Telangana State Formation),NONE,Continuous statutory existence without bifurcation,false,ts_lgd_mandals_2016_v1
564,TS-MDL-4474,TS-MDL-4474-V1,Zahirabad,Zahirabad,Sangareddy,4474,04474,2016-10-11,2022-09-26,UNDIVIDED_HISTORICAL,2016-10-11,2016-10-11 Statutory Baseline Snapshot (Unmodified throughout 2016-2022 epoch),10 Legacy AP Districts (2014 Telangana State Formation),NONE,Continuous statutory existence without bifurcation,false,ts_lgd_mandals_2016_v1
565,TS-MDL-4691,TS-MDL-4691-V1,Shayampet,Shayampet,Warangal_Rural,4691,04691,2016-10-11,2022-09-26,UNDIVIDED_HISTORICAL,2016-10-11,2016-10-11 Statutory Baseline Snapshot (Unmodified throughout 2016-2022 epoch),10 Legacy AP Districts (2014 Telangana State Formation),NONE,Continuous statutory existence without bifurcation,false,ts_lgd_mandals_2016_v1
566,TS-MDL-4487,TS-MDL-4487-V1,Shivampet,Shivampet,Medak,4487,04487,2016-10-11,2022-09-26,UNDIVIDED_HISTORICAL,2016-10-11,2016-10-11 Statutory Baseline Snapshot (Unmodified throughout 2016-2022 epoch),10 Legacy AP Districts (2014 Telangana State Formation),NONE,Continuous statutory existence without bifurcation,false,ts_lgd_mandals_2016_v1
567,TS-MDL-4482,TS-MDL-4482-V1,Toopran,Toopran,Medak,4482,04482,2016-10-11,2022-09-26,UNDIVIDED_HISTORICAL,2016-10-11,2016-10-11 Statutory Baseline Snapshot (Unmodified throughout 2016-2022 epoch),10 Legacy AP Districts (2014 Telangana State Formation),NONE,Continuous statutory existence without bifurcation,false,ts_lgd_mandals_2016_v1
568,TS-MDL-4530,TS-MDL-4530-V1,Vikarabad,Vikarabad,Vikarabad,4530,04530,2016-10-11,2022-09-26,UNDIVIDED_HISTORICAL,2016-10-11,2016-10-11 Statutory Baseline Snapshot (Unmodified throughout 2016-2022 epoch),10 Legacy AP Districts (2014 Telangana State Formation),NONE,Continuous statutory existence without bifurcation,false,ts_lgd_mandals_2016_v1
569,TS-MDL-4481,TS-MDL-4481-V1,Yeldurthy,Yeldurthy,Medak,4481,04481,2016-10-11,2020-09-24,SPLIT_2020_09_24,2016-10-11,2016-10-11 Statutory Baseline Snapshot (Territorial envelope valid until 2020-09-24),10 Legacy AP Districts (2014 Telangana State Formation),Masaipet (LGD 7190),Predecessor to Masaipet (LGD 7190) formed on 2020-09-24 under G.O.Ms.No. 110,false,ts_lgd_mandals_2016_v1
570,TS-MDL-4463,TS-MDL-4463-V1,Thoguta,Thoguta,Siddipet,4463,04463,2016-10-11,2022-09-26,UNDIVIDED_HISTORICAL,2016-10-11,2016-10-11 Statutory Baseline Snapshot (Unmodified throughout 2016-2022 epoch),10 Legacy AP Districts (2014 Telangana State Formation),NONE,Continuous statutory existence without bifurcation,false,ts_lgd_mandals_2016_v1
571,TS-MDL-4619,TS-MDL-4619-V1,Tirumalagiri,Thirumalagiri,Suryapet,4619,04619,2016-10-11,2022-09-26,UNDIVIDED_HISTORICAL,2016-10-11,2016-10-11 Statutory Baseline Snapshot (Unmodified throughout 2016-2022 epoch),10 Legacy AP Districts (2014 Telangana State Formation),NONE,Continuous statutory existence without bifurcation,false,ts_lgd_mandals_2016_v1
572,TS-MDL-6306,TS-MDL-6306-V1,Tirumalagiri_Sagar,Tirumalagiri Sagar,Nalgonda,6306,00000,2016-10-11,2022-09-26,UNDIVIDED_HISTORICAL,2016-10-11,2016-10-11 Statutory Baseline Snapshot (Unmodified throughout 2016-2022 epoch),10 Legacy AP Districts (2014 Telangana State Formation),NONE,Continuous statutory existence without bifurcation,false,ts_lgd_mandals_2016_v1
573,TS-MDL-4754,TS-MDL-4754-V1,Tirumalayapalem,Tirumalayapalem,Khammam,4754,04754,2016-10-11,2022-09-26,UNDIVIDED_HISTORICAL,2016-10-11,2016-10-11 Statutory Baseline Snapshot (Unmodified throughout 2016-2022 epoch),10 Legacy AP Districts (2014 Telangana State Formation),NONE,Continuous statutory existence without bifurcation,false,ts_lgd_mandals_2016_v1
574,TS-MDL-4333,TS-MDL-4333-V1,Tiryani,Tiryani,Kumurambheem Asifabad,4333,04333,2016-10-11,2022-09-26,UNDIVIDED_HISTORICAL,2016-10-11,2016-10-11 Statutory Baseline Snapshot (Unmodified throughout 2016-2022 epoch),10 Legacy AP Districts (2014 Telangana State Formation),NONE,Continuous statutory existence without bifurcation,false,ts_lgd_mandals_2016_v1
575,TS-MDL-6291,TS-MDL-6291-V1,Vatpally,Vatpally,Sangareddy,6291,00000,2016-10-11,2022-09-26,UNDIVIDED_HISTORICAL,2016-10-11,2016-10-11 Statutory Baseline Snapshot (Unmodified throughout 2016-2022 epoch),10 Legacy AP Districts (2014 Telangana State Formation),NONE,Continuous statutory existence without bifurcation,false,ts_lgd_mandals_2016_v1
576,TS-MDL-4439,TS-MDL-4439-V1,Veenavanka,Veenavanka,Karimnagar,4439,04439,2016-10-11,2022-09-26,UNDIVIDED_HISTORICAL,2016-10-11,2016-10-11 Statutory Baseline Snapshot (Unmodified throughout 2016-2022 epoch),10 Legacy AP Districts (2014 Telangana State Formation),NONE,Continuous statutory existence without bifurcation,false,ts_lgd_mandals_2016_v1
577,TS-MDL-4314,TS-MDL-4314-V1,Wankidi,Wankidi,Kumurambheem Asifabad,4314,04314,2016-10-11,2022-09-26,UNDIVIDED_HISTORICAL,2016-10-11,2016-10-11 Statutory Baseline Snapshot (Unmodified throughout 2016-2022 epoch),10 Legacy AP Districts (2014 Telangana State Formation),NONE,Continuous statutory existence without bifurcation,false,ts_lgd_mandals_2016_v1
578,TS-MDL-4465,TS-MDL-4465-V1,Doultabad,Doultabad,Siddipet,4465,04465,2016-10-11,2022-09-26,UNDIVIDED_HISTORICAL,2016-10-11,2016-10-11 Statutory Baseline Snapshot (Unmodified throughout 2016-2022 epoch),10 Legacy AP Districts (2014 Telangana State Formation),NONE,Continuous statutory existence without bifurcation,false,ts_lgd_mandals_2016_v1
579,TS-MDL-6274,TS-MDL-6274-V1,Chilipched,Chilpched,Medak,6274,00000,2016-10-11,2022-09-26,UNDIVIDED_HISTORICAL,2016-10-11,2016-10-11 Statutory Baseline Snapshot (Unmodified throughout 2016-2022 epoch),10 Legacy AP Districts (2014 Telangana State Formation),NONE,Continuous statutory existence without bifurcation,false,ts_lgd_mandals_2016_v1
